mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tol,param_solver,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.01239323616027832,0.0013559178135256577,0.0010013103485107422,3.1680078967806034e-06,1000000000.0,lbfgs,5623413.251903491,"{'tol': 1000000000.0, 'solver': 'lbfgs', 'C': 5623413.251903491}",0.7771428571428571,0.7773809523809524,0.7773809523809524,0.7773809523809524,0.7773809523809524,0.7773333333333332,9.523809523810378e-05,629
0.06975789070129394,0.007458518974069902,0.0015988349914550781,0.0004891043808609603,0.005623413251903491,lbfgs,0.001,"{'tol': 0.005623413251903491, 'solver': 'lbfgs', 'C': 0.001}",0.805952380952381,0.8002380952380952,0.8016666666666666,0.8002380952380952,0.795952380952381,0.8008095238095236,0.0032071349029490974,455
1.7607802391052245,0.03971331556136682,0.0013991832733154298,0.0004895707700995726,5.623413251903491e-06,sag,5623413.251903491,"{'tol': 5.623413251903491e-06, 'solver': 'sag', 'C': 5623413.251903491}",0.8152380952380952,0.81,0.809047619047619,0.8142857142857143,0.8064285714285714,0.8109999999999999,0.003300518752602567,205
0.08135356903076171,0.010755557828711742,0.001398611068725586,0.0004906218141418584,5.623413251903491,lbfgs,1000000.0,"{'tol': 5.623413251903491, 'solver': 'lbfgs', 'C': 1000000.0}",0.8152380952380952,0.8095238095238095,0.8088095238095238,0.8145238095238095,0.8073809523809524,0.8110952380952382,0.003175158681556116,138
0.029582405090332033,0.003198507486837207,0.001999044418334961,0.0015480961397447061,31.622776601683793,liblinear,0.001,"{'tol': 31.622776601683793, 'solver': 'liblinear', 'C': 0.001}",0.7771428571428571,0.7773809523809524,0.7773809523809524,0.7773809523809524,0.7773809523809524,0.7773333333333332,9.523809523810378e-05,629
0.010594320297241212,0.0011993095483203375,0.0013990402221679688,0.000489201158804676,31622.776601683792,lbfgs,31.622776601683793,"{'tol': 31622.776601683792, 'solver': 'lbfgs', 'C': 31.622776601683793}",0.7771428571428571,0.7773809523809524,0.7773809523809524,0.7773809523809524,0.7773809523809524,0.7773333333333332,9.523809523810378e-05,629
0.42855305671691896,0.04304898142305924,0.0017992019653320312,0.0007474617004904605,1.7782794100389227e-07,liblinear,177827941.00389227,"{'tol': 1.7782794100389227e-07, 'solver': 'liblinear', 'C': 177827941.00389227}",0.8154761904761905,0.8102380952380952,0.8088095238095238,0.8145238095238095,0.8069047619047619,0.8111904761904762,0.0032991443953693006,22
0.24046053886413574,0.025009916609632726,0.0015989780426025391,0.0004893174482945097,0.00017782794100389227,lbfgs,5623.413251903491,"{'tol': 0.00017782794100389227, 'solver': 'lbfgs', 'C': 5623.413251903491}",0.8154761904761905,0.8102380952380952,0.8088095238095238,0.8145238095238095,0.8069047619047619,0.8111904761904762,0.0032991443953693006,22
0.026184797286987305,0.0022257839787014236,0.0017989635467529296,0.0003997564706832494,31622.776601683792,liblinear,5.623413251903491,"{'tol': 31622.776601683792, 'solver': 'liblinear', 'C': 5.623413251903491}",0.7771428571428571,0.7773809523809524,0.7773809523809524,0.7773809523809524,0.7773809523809524,0.7773333333333332,9.523809523810378e-05,629
0.02618517875671387,0.00470484296438486,0.002399444580078125,0.0018530776353209535,31622776.60168379,liblinear,177827941.00389227,"{'tol': 31622776.60168379, 'solver': 'liblinear', 'C': 177827941.00389227}",0.7771428571428571,0.7773809523809524,0.7773809523809524,0.7773809523809524,0.7773809523809524,0.7773333333333332,9.523809523810378e-05,629
