mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.35242547988891604,0.06682575969004803,6.8943338871002195,0.5691129491055134,auto,20,1,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 1, 'weights': 'uniform'}",0.4081414033208356,0.3745892661555312,0.38607939097335514,0.41586280814576637,0.37573805689747714,0.39208218509859305,0.01692680004923786,73
0.3855774402618408,0.03288314262910906,6.810241222381592,1.1054077812717253,auto,20,1,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 1, 'weights': 'distance'}",0.4081414033208356,0.3745892661555312,0.38607939097335514,0.41586280814576637,0.37573805689747714,0.39208218509859305,0.01692680004923786,73
0.46812949180603025,0.13654808711255895,8.854173517227172,0.5768223735807125,auto,20,3,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'uniform'}",0.42260442260442266,0.4202810018326206,0.4031862745098039,0.43946731234866826,0.39109506618531886,0.4153268154961669,0.016702344301740474,41
0.34702749252319337,0.039736219952175175,7.606845569610596,0.42822073726162546,auto,20,3,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'distance'}",0.4177292046144505,0.4168674698795181,0.40340218712029163,0.43899521531100477,0.38895558223289317,0.4131899318316316,0.016632171150812152,65
0.35382742881774903,0.050768580580504374,9.339992904663086,0.6480837008306303,auto,20,5,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'uniform'}",0.4444444444444445,0.4302477183833116,0.41628365068942874,0.4395886889460155,0.42218021424070573,0.43054894334078114,0.010473078718155832,16
0.42215523719787595,0.08513438116665664,8.749198532104492,1.3348364008920872,auto,20,5,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'distance'}",0.4307692307692308,0.42857142857142855,0.4212572909915749,0.4365028717294193,0.41837368094351335,0.42709490060103333,0.006547184372720601,28
0.43218326568603516,0.07839466384461115,9.800278282165527,0.7530542382380621,auto,20,10,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 10, 'weights': 'uniform'}",0.4265129682997118,0.40976331360946744,0.4053452115812918,0.40405503258508324,0.42937062937062936,0.4150094310892367,0.010765622307394444,49
0.4463714599609375,0.03248763645367029,9.935320568084716,0.6778050869124302,auto,20,10,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 10, 'weights': 'distance'}",0.4538720538720539,0.4312114989733059,0.4322446143154969,0.44058744993324434,0.4489795918367347,0.4413790417861671,0.008958649694894997,11
0.3250117778778076,0.08303570617128599,10.085768508911134,0.5068410267276704,ball_tree,2,1,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 1, 'weights': 'uniform'}",0.40728831725616294,0.3723986856516977,0.38628944504896623,0.41586280814576637,0.37573805689747714,0.3915154626000141,0.017223618261946277,93
0.332607364654541,0.038879230789074355,10.614063167572022,1.174362087482802,ball_tree,2,1,distance,"{'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 1, 'weights': 'distance'}",0.40728831725616294,0.3723986856516977,0.38628944504896623,0.41586280814576637,0.37573805689747714,0.3915154626000141,0.017223618261946277,93
0.48412013053894043,0.1295376408741548,14.232273721694947,0.8451166375995675,ball_tree,2,3,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 3, 'weights': 'uniform'}",0.42260442260442266,0.4202810018326206,0.4031862745098039,0.43946731234866826,0.39133052378085487,0.41537390701527405,0.016634150289306166,40
0.4391456604003906,0.1300240848530167,13.916316175460816,0.34955333421463636,ball_tree,2,3,distance,"{'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 3, 'weights': 'distance'}",0.4177292046144505,0.4168674698795181,0.40340218712029163,0.43899521531100477,0.3891891891891892,0.4132366532228908,0.016564218173052498,64
0.4504412651062012,0.11148718952897653,13.140982389450073,0.26779661990354564,ball_tree,2,5,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 5, 'weights': 'uniform'}",0.4434389140271493,0.4302477183833116,0.41628365068942874,0.44015444015444016,0.42218021424070573,0.4304609874990071,0.010315068296781301,19
0.28978667259216306,0.027531254394188076,12.450266122817993,0.2925892206643135,ball_tree,2,5,distance,"{'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 5, 'weights': 'distance'}",0.42976266837716487,0.42857142857142855,0.4212572909915749,0.4365028717294193,0.41837368094351335,0.42689358812262024,0.006445801194647565,31
0.30361385345458985,0.0658798931000091,14.076728296279907,0.6061089056700487,ball_tree,2,10,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 10, 'weights': 'uniform'}",0.42620590352771776,0.40976331360946744,0.4053452115812918,0.40405503258508324,0.42937062937062936,0.41494801813483795,0.010700503607638146,55
0.2947731018066406,0.041064894687298216,14.24447684288025,0.7058376137631521,ball_tree,2,10,distance,"{'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 10, 'weights': 'distance'}",0.4549125168236877,0.4312114989733059,0.4322446143154969,0.4416277518345563,0.4489795918367347,0.4417951947567563,0.009240518815999408,1
0.2945704936981201,0.06816813718896955,13.72665719985962,0.5943247121059778,ball_tree,10,1,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'uniform'}",0.40728831725616294,0.37219485495347565,0.38628944504896623,0.41586280814576637,0.37573805689747714,0.39147469646036964,0.01726899846380987,95
0.2707048892974854,0.02973579677052084,13.24422378540039,0.8629059687066183,ball_tree,10,1,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'distance'}",0.40728831725616294,0.37219485495347565,0.38628944504896623,0.41586280814576637,0.37573805689747714,0.39147469646036964,0.01726899846380987,95
0.2216714382171631,0.033396244295739175,13.832575035095214,0.4329905963865888,ball_tree,10,3,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'uniform'}",0.42260442260442266,0.4197681513117755,0.4031862745098039,0.43946731234866826,0.39133052378085487,0.41527133691110507,0.016605131613424095,45
0.28943257331848143,0.0699716984991426,14.431655836105346,1.0806698905732004,ball_tree,10,3,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'distance'}",0.4177292046144505,0.4166164960866947,0.40340218712029163,0.43899521531100477,0.3891891891891892,0.4131864584643262,0.016553516418232356,67
0.29163107872009275,0.03897809811924566,16.489268112182618,0.6630409712595197,ball_tree,10,5,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'uniform'}",0.4444444444444445,0.4302477183833116,0.41628365068942874,0.4395886889460155,0.42218021424070573,0.43054894334078114,0.010473078718155832,16
0.4111629486083984,0.09318512469411018,14.496274137496949,0.5767717134031588,ball_tree,10,5,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'distance'}",0.4307692307692308,0.42857142857142855,0.4212572909915749,0.4365028717294193,0.41837368094351335,0.42709490060103333,0.006547184372720601,28
0.27584018707275393,0.023868759102380083,13.965700817108154,0.31227166509621174,ball_tree,10,10,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 10, 'weights': 'uniform'}",0.42620590352771776,0.4100666173205033,0.4053452115812918,0.40405503258508324,0.42937062937062936,0.41500867887704507,0.0106717608814286,52
0.2326653480529785,0.02357788070980406,13.356725835800171,0.28988782882675307,ball_tree,10,10,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 10, 'weights': 'distance'}",0.45460659045057167,0.4312114989733059,0.4322446143154969,0.4416277518345563,0.4489795918367347,0.44173400948213315,0.00915406951219999,3
0.27224206924438477,0.03173436259336544,12.21126675605774,0.2754666225719276,ball_tree,20,1,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 1, 'weights': 'uniform'}",0.40728831725616294,0.3726027397260274,0.38628944504896623,0.41586280814576637,0.37573805689747714,0.39155627341488,0.01717845585708875,91
0.2246703624725342,0.05514941000724084,11.965080738067627,0.23996463847557858,ball_tree,20,1,distance,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 1, 'weights': 'distance'}",0.40728831725616294,0.3726027397260274,0.38628944504896623,0.41586280814576637,0.37573805689747714,0.39155627341488,0.01717845585708875,91
0.2526534557342529,0.04858963740852105,12.762176084518433,0.13666678227499204,ball_tree,20,3,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'uniform'}",0.42260442260442266,0.4202810018326206,0.4031862745098039,0.44041137326073804,0.39109506618531886,0.41551562767858086,0.016977247866640524,37
0.24066081047058105,0.040098440289563046,12.599170351028443,0.3448349754279951,ball_tree,20,3,distance,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'distance'}",0.4177292046144505,0.4168674698795181,0.40340218712029163,0.43992827256425576,0.38895558223289317,0.4133765432822818,0.01692334291128718,61
0.23209905624389648,0.025829912805207075,13.16087989807129,0.07891881374476642,ball_tree,20,5,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'uniform'}",0.4434389140271493,0.4302477183833116,0.41628365068942874,0.4395886889460155,0.42218021424070573,0.4303478372573221,0.010210691105629858,20
0.2044827938079834,0.008726376670439347,12.927109003067017,0.3728188802854613,ball_tree,20,5,distance,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'distance'}",0.42976266837716487,0.42857142857142855,0.4212572909915749,0.4365028717294193,0.41837368094351335,0.42689358812262024,0.006445801194647565,31
0.26111812591552735,0.01703787238681033,13.08527660369873,0.3050722809291386,ball_tree,20,10,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 10, 'weights': 'uniform'}",0.4265129682997118,0.40976331360946744,0.4053452115812918,0.40405503258508324,0.42937062937062936,0.4150094310892367,0.010765622307394444,49
0.22986679077148436,0.01752785079683862,12.104792261123658,0.49059024512723914,ball_tree,20,10,distance,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 10, 'weights': 'distance'}",0.4549125168236877,0.4312114989733059,0.4322446143154969,0.4416277518345563,0.4489795918367347,0.4417951947567563,0.009240518815999408,1
0.4377460956573486,0.03664550189695693,9.070901155471802,0.4269124910586594,kd_tree,2,1,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 1, 'weights': 'uniform'}",0.4081414033208356,0.37438423645320196,0.38607939097335514,0.41586280814576637,0.37573805689747714,0.3920411791581272,0.016969322704250715,77
0.39996814727783203,0.023072834773610464,8.394050931930542,0.29507736723395817,kd_tree,2,1,distance,"{'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 1, 'weights': 'distance'}",0.4081414033208356,0.37438423645320196,0.38607939097335514,0.41586280814576637,0.37573805689747714,0.3920411791581272,0.016969322704250715,77
0.3766115665435791,0.017735171084961573,12.254963588714599,0.20900476196139312,kd_tree,2,3,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 3, 'weights': 'uniform'}",0.42260442260442266,0.4202810018326206,0.4031862745098039,0.44041137326073804,0.39109506618531886,0.41551562767858086,0.016977247866640524,37
0.38243880271911623,0.021252194314396317,11.786357498168945,0.21846619202268344,kd_tree,2,3,distance,"{'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 3, 'weights': 'distance'}",0.4177292046144505,0.4168674698795181,0.40340218712029163,0.43992827256425576,0.38895558223289317,0.4133765432822818,0.01692334291128718,61
0.3834343910217285,0.015286398012421619,13.789484596252441,0.24840938367145293,kd_tree,2,5,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 5, 'weights': 'uniform'}",0.4434389140271493,0.4302477183833116,0.41628365068942874,0.4395886889460155,0.42218021424070573,0.4303478372573221,0.010210691105629858,20
0.37900776863098146,0.011147126294911968,13.447579336166381,0.5112868572928445,kd_tree,2,5,distance,"{'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 5, 'weights': 'distance'}",0.42976266837716487,0.42857142857142855,0.4212572909915749,0.4365028717294193,0.41837368094351335,0.42689358812262024,0.006445801194647565,31
0.4101903438568115,0.03715364487973637,16.428286504745483,0.31250859261280095,kd_tree,2,10,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 10, 'weights': 'uniform'}",0.42620590352771776,0.40976331360946744,0.4053452115812918,0.40405503258508324,0.42937062937062936,0.41494801813483795,0.010700503607638146,55
0.3858057498931885,0.018503491545357968,16.829970788955688,0.6297287586029675,kd_tree,2,10,distance,"{'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 10, 'weights': 'distance'}",0.45521885521885525,0.4312114989733059,0.4322446143154969,0.44058744993324434,0.4489795918367347,0.44164840205552747,0.009342262379950188,6
0.3304079532623291,0.07512411940714765,6.00272421836853,1.0329747500579756,kd_tree,10,1,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'uniform'}",0.4081414033208356,0.3741794310722101,0.38607939097335514,0.41586280814576637,0.37573805689747714,0.39200021808192886,0.017012087438970733,81
0.3955710411071777,0.08766556693668663,5.848287630081177,0.3964462038355288,kd_tree,10,1,distance,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'distance'}",0.4081414033208356,0.3741794310722101,0.38607939097335514,0.41586280814576637,0.37573805689747714,0.39200021808192886,0.017012087438970733,81
0.36022024154663085,0.023417795534518518,7.770855712890625,0.3193530082778463,kd_tree,10,3,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'uniform'}",0.42260442260442266,0.42002442002442,0.4031862745098039,0.43946731234866826,0.39109506618531886,0.4152754991345267,0.01668743170815756,43
0.35559401512145994,0.0340470752471653,7.623591136932373,0.3389786586582811,kd_tree,10,3,distance,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'distance'}",0.4177292046144505,0.4166164960866947,0.40340218712029163,0.43899521531100477,0.38895558223289317,0.413139737073067,0.016621372054562926,68
0.34779863357543944,0.03488375025239897,8.599852275848388,0.483131437310798,kd_tree,10,5,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'uniform'}",0.4434389140271493,0.4302477183833116,0.41628365068942874,0.4395886889460155,0.42218021424070573,0.4303478372573221,0.010210691105629858,20
0.356394100189209,0.019011700951415907,9.07318572998047,0.2746414096369087,kd_tree,10,5,distance,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'distance'}",0.42976266837716487,0.42857142857142855,0.4212572909915749,0.4365028717294193,0.41837368094351335,0.42689358812262024,0.006445801194647565,31
0.45033979415893555,0.11491004834242392,9.657414102554322,0.2328242468903128,kd_tree,10,10,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 10, 'weights': 'uniform'}",0.42620590352771776,0.4100666173205033,0.4053452115812918,0.40405503258508324,0.42937062937062936,0.41500867887704507,0.0106717608814286,52
0.3771811008453369,0.026581147658018226,9.06975564956665,0.23424589239202262,kd_tree,10,10,distance,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 10, 'weights': 'distance'}",0.45460659045057167,0.4312114989733059,0.4322446143154969,0.4416277518345563,0.4489795918367347,0.44173400948213315,0.00915406951219999,3
0.3416024684906006,0.02737335775018201,6.392504119873047,0.34005422301254773,kd_tree,20,1,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 1, 'weights': 'uniform'}",0.4081414033208356,0.3745892661555312,0.38607939097335514,0.41586280814576637,0.37573805689747714,0.39208218509859305,0.01692680004923786,73
0.38397798538208006,0.07163967842867014,6.944211387634278,0.3829592457317227,kd_tree,20,1,distance,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 1, 'weights': 'distance'}",0.4081414033208356,0.3745892661555312,0.38607939097335514,0.41586280814576637,0.37573805689747714,0.39208218509859305,0.01692680004923786,73
0.5029086112976074,0.09709237633182029,8.59069128036499,0.17531756238433077,kd_tree,20,3,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'uniform'}",0.42260442260442266,0.4202810018326206,0.4031862745098039,0.43946731234866826,0.39109506618531886,0.4153268154961669,0.016702344301740474,41
0.37858076095581056,0.06767700489883033,8.097897100448609,0.22145117784211513,kd_tree,20,3,distance,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'distance'}",0.4177292046144505,0.4168674698795181,0.40340218712029163,0.43899521531100477,0.38895558223289317,0.4131899318316316,0.016632171150812152,65
0.3585927486419678,0.029188484692838444,9.636474990844727,0.23325379705287885,kd_tree,20,5,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'uniform'}",0.4444444444444445,0.4302477183833116,0.41628365068942874,0.4395886889460155,0.42218021424070573,0.43054894334078114,0.010473078718155832,16
0.41458992958068847,0.08600748010947755,9.632645654678345,0.4277024587104076,kd_tree,20,5,distance,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'distance'}",0.4307692307692308,0.42857142857142855,0.4212572909915749,0.4365028717294193,0.41837368094351335,0.42709490060103333,0.006547184372720601,28
0.3913722991943359,0.05762703079357622,10.645185470581055,0.49788548655976317,kd_tree,20,10,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 10, 'weights': 'uniform'}",0.4265129682997118,0.40976331360946744,0.4053452115812918,0.40405503258508324,0.42937062937062936,0.4150094310892367,0.010765622307394444,49
0.3547950267791748,0.0461379409493392,12.294331693649292,1.723579896673994,kd_tree,20,10,distance,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 10, 'weights': 'distance'}",0.4538720538720539,0.4312114989733059,0.4322446143154969,0.44058744993324434,0.4489795918367347,0.4413790417861671,0.008958649694894997,11
0.012592792510986328,0.0010191316212979668,2.492236518859863,0.13640445989426206,brute,2,1,uniform,"{'algorithm': 'brute', 'leaf_size': 2, 'n_neighbors': 1, 'weights': 'uniform'}",0.40728831725616294,0.3726027397260274,0.38628944504896623,0.41586280814576637,0.37593984962406013,0.3915966319601966,0.017141442776685292,85
0.018988895416259765,0.0024478917638701726,2.9133927822113037,0.40262906871244664,brute,2,1,distance,"{'algorithm': 'brute', 'leaf_size': 2, 'n_neighbors': 1, 'weights': 'distance'}",0.40728831725616294,0.3726027397260274,0.38628944504896623,0.41586280814576637,0.37593984962406013,0.3915966319601966,0.017141442776685292,85
0.019988489151000977,0.005096732942175975,4.473013639450073,0.4569374390248683,brute,2,3,uniform,"{'algorithm': 'brute', 'leaf_size': 2, 'n_neighbors': 3, 'weights': 'uniform'}",0.42260442260442266,0.4202810018326206,0.4031862745098039,0.43852210781344636,0.39109506618531886,0.41513777458912254,0.016431194971426435,46
0.022786617279052734,0.005305108370776593,4.325897121429444,0.6810218621728945,brute,2,3,distance,"{'algorithm': 'brute', 'leaf_size': 2, 'n_neighbors': 3, 'weights': 'distance'}",0.4177292046144505,0.4168674698795181,0.40340218712029163,0.4380610412926391,0.38895558223289317,0.41300309702795845,0.01634399265847137,70
0.02558479309082031,0.014199851908198923,4.643316125869751,0.23609294902953729,brute,2,5,uniform,"{'algorithm': 'brute', 'leaf_size': 2, 'n_neighbors': 5, 'weights': 'uniform'}",0.4434389140271493,0.4305283757338552,0.41732283464566927,0.4398713826366559,0.42218021424070573,0.43066834425680706,0.009979518393377297,13
0.023985624313354492,0.008961269750315467,4.441211318969726,0.5248520596476011,brute,2,5,distance,"{'algorithm': 'brute', 'leaf_size': 2, 'n_neighbors': 5, 'weights': 'distance'}",0.42976266837716487,0.42884250474383295,0.42227979274611394,0.4365028717294193,0.41837368094351335,0.42715230370800883,0.006291414567259222,25
0.025983810424804688,0.008826580189772318,4.7822106838226315,0.6242235739501827,brute,2,10,uniform,"{'algorithm': 'brute', 'leaf_size': 2, 'n_neighbors': 10, 'weights': 'uniform'}",0.42620590352771776,0.40976331360946744,0.4053452115812918,0.40405503258508324,0.42937062937062936,0.41494801813483795,0.010700503607638146,55
0.03897733688354492,0.013658907786797967,4.298886013031006,0.6314856091834511,brute,2,10,distance,"{'algorithm': 'brute', 'leaf_size': 2, 'n_neighbors': 10, 'weights': 'distance'}",0.4535666218034993,0.4312114989733059,0.4322446143154969,0.4416277518345563,0.4489795918367347,0.44152601575271866,0.008866521412282375,8
0.030382776260375978,0.008750067466753289,4.207839632034302,0.6178289663926152,brute,10,1,uniform,"{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'uniform'}",0.40728831725616294,0.3726027397260274,0.38628944504896623,0.41586280814576637,0.37593984962406013,0.3915966319601966,0.017141442776685292,85
0.0337796688079834,0.012081086613234218,4.658907032012939,0.640502562455235,brute,10,1,distance,"{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'distance'}",0.40728831725616294,0.3726027397260274,0.38628944504896623,0.41586280814576637,0.37593984962406013,0.3915966319601966,0.017141442776685292,85
0.027983570098876955,0.009894254546571328,4.884426069259644,0.7831902738189528,brute,10,3,uniform,"{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'uniform'}",0.42260442260442266,0.4202810018326206,0.4031862745098039,0.43852210781344636,0.39109506618531886,0.41513777458912254,0.016431194971426435,46
0.033381414413452146,0.009701571081242786,4.736213159561157,0.7425600940266613,brute,10,3,distance,"{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'distance'}",0.4177292046144505,0.4168674698795181,0.40340218712029163,0.4380610412926391,0.38895558223289317,0.41300309702795845,0.01634399265847137,70
